estudiantes	agno_ingreso	tipo_ie	nem	psu	ranking_10	ranking_75	dependencia	año_egreso	QUINTIL
15	2013	U-PRIVADA	60a70	S/I	0	0	MUN	2008oAnterior	5
15	2011	U-PRIVADA	60a70	S/I	0	0	PP	2010	5
15	2013	U-PRIVADA	60a70	S/I	0	0	PS	2011	2
14	2013	CFT	40a50	100a475	0	0	MUN	2008oAnterior	2
14	2013	CFT	40a50	100a475	0	0	MUN	2012	5
14	2013	CFT	40a50	100a475	0	0	PS	2010	3
14	2012	CFT	40a50	S/I	0	0	MUN	2009	3
14	2012	CFT	50a55	500a550	0	0	MUN	2011	2
14	2013	CFT	50a55	S/I	0	0	MUN	2010	5
14	2013	CFT	55a60	100a475	0	0	PS	2008oAnterior	2
14	2013	CFT	55a60	100a475	0	0	PS	2010	2
14	2013	CFT	55a60	100a475	0	0	PS	2011	5
14	2013	CFT	55a60	475a500	0	0	PS	2011	4
14	2012	CFT	55a60	S/I	0	0	PS	2011	4
14	2013	CFT	55a60	S/I	0	0	PS	2012	4
14	2013	CFT	60a70	500a550	0	0	MUN	2012	1
14	2013	CFT	60a70	500a550	0	0	MUN	2012	2
14	2013	CFT	60a70	500a550	0	0	PS	2011	1
14	2013	CFT	60a70	S/I	0	0	PS	2009	1
14	2013	CFT	60a70	S/I	0	0	PS	2011	1
14	2013	CFT	60a70	S/I	1	1	MUN	2012	2
14	2013	IP	40a50	100a475	0	0	MUN	2011	5
14	2013	IP	40a50	100a475	0	0	PP	2012	5
14	2013	IP	50a55	500a550	0	0	MUN	2009	2
14	2013	IP	50a55	500a550	0	0	PP	2012	4
14	2013	IP	50a55	550a600	0	0	PS	2008oAnterior	2
14	2013	IP	55a60	475a500	0	0	PS	2011	5
14	2013	IP	55a60	500a550	0	0	PS	2008oAnterior	3
14	2013	IP	55a60	500a550	1	1	PS	2012	2
14	2013	IP	55a60	550a600	0	0	MUN	2011	2
14	2013	IP	55a60	550a600	0	0	MUN	2012	1
14	2013	IP	60a70	100a475	0	0	PS	2012	4
14	2013	IP	60a70	500a550	0	0	PS	2011	4
14	2013	IP	60a70	S/I	0	0	MUN	2010	3
14	2013	IP	60a70	S/I	0	0	MUN	2010	4
14	2013	IP	S/I	550a600			S/I	S/I	1
14	2013	U-CRUCH	40a50	500a550	0	0	PS	2012	4
14	2013	U-CRUCH	50a55	100a475	0	0	MUN	2012	3
14	2013	U-CRUCH	50a55	100a475	0	0	PS	2012	4
14	2013	U-CRUCH	50a55	475a500	0	0	MUN	2011	3
14	2013	U-CRUCH	50a55	500a550	0	0	PP	2012	4
14	2013	U-CRUCH	50a55	550a600	0	0	PP	2012	3
14	2013	U-CRUCH	50a55	600a700	0	0	MUN	2012	4
14	2013	U-CRUCH	50a55	600a700	0	0	PS	2010	4
14	2013	U-CRUCH	50a55	S/I	0	0	MUN	2012	3
14	2013	U-CRUCH	50a55	S/I	0	0	PS	2010	2
14	2013	U-CRUCH	55a60	475a500	0	0	MUN	2011	3
14	2013	U-CRUCH	55a60	500a550	0	0	PS	2010	3
14	2013	U-CRUCH	55a60	550a600	0	0	PS	2009	4
14	2013	U-CRUCH	55a60	550a600	0	0	PS	2010	5
14	2013	U-CRUCH	55a60	550a600	1	0	PS	2012	2
14	2013	U-CRUCH	55a60	550a600	1	1	PS	2012	2
14	2013	U-CRUCH	55a60	600a700	0	0	PP	2008oAnterior	3
14	2013	U-CRUCH	55a60	700a900	0	0	PS	2012	5
14	2013	U-CRUCH	55a60	S/I	0	0	MUN	2010	1
14	2013	U-CRUCH	60a70	100a475	1	1	PS	2012	2
14	2013	U-CRUCH	60a70	475a500	0	0	MUN	2012	4
14	2013	U-CRUCH	60a70	475a500	0	0	PS	2011	2
14	2013	U-CRUCH	60a70	475a500	1	0	MUN	2012	1
14	2013	U-CRUCH	60a70	500a550	0	0	MUN	2009	2
14	2013	U-CRUCH	60a70	500a550	0	0	PS	2010	3
14	2013	U-CRUCH	60a70	550a600	0	0	MUN	2012	5
14	2013	U-CRUCH	60a70	600a700	0	0	PP	2011	2
14	2013	U-CRUCH	60a70	700a900	0	0	PS	2010	3
14	2013	U-PRIVADA	40a50	475a500	0	0	MUN	2012	1
14	2013	U-PRIVADA	40a50	475a500	0	0	PS	2012	5
14	2013	U-PRIVADA	40a50	500a550	0	0	PS	2008oAnterior	3
14	2013	U-PRIVADA	40a50	S/I	0	0	PS	2009	4
14	2013	U-PRIVADA	40a50	S/I	0	0	PS	2010	4
14	2013	U-PRIVADA	50a55	100a475	0	0	PP	2012	4
14	2013	U-PRIVADA	50a55	100a475	0	0	PS	2008oAnterior	1
14	2013	U-PRIVADA	50a55	475a500	0	0	MUN	2011	5
14	2013	U-PRIVADA	50a55	475a500	0	0	PS	2008oAnterior	1
14	2013	U-PRIVADA	50a55	500a550	0	0	MUN	2009	2
14	2013	U-PRIVADA	50a55	500a550	0	0	PP	2011	2
14	2013	U-PRIVADA	50a55	550a600	0	0	PP	2012	2
14	2012	U-PRIVADA	50a55	550a600	0	0	PS	2009	2
14	2013	U-PRIVADA	50a55	600a700	0	0	MUN	2012	5
14	2013	U-PRIVADA	50a55	S/I	0	0	MUN	2009	1
14	2013	U-PRIVADA	50a55	S/I	0	0	PS	2012	3
14	2012	U-PRIVADA	55a60	100a475	0	0	MUN	2008oAnterior	2
14	2013	U-PRIVADA	55a60	100a475	0	0	PS	2010	3
14	2013	U-PRIVADA	55a60	475a500	0	0	PS	2010	1
14	2013	U-PRIVADA	55a60	500a550	1	0	PS	2012	2
14	2013	U-PRIVADA	55a60	550a600	0	0	PP	2011	3
14	2013	U-PRIVADA	55a60	600a700	0	0	PP	2011	3
14	2013	U-PRIVADA	55a60	600a700	0	0	PS	2010	1
14	2013	U-PRIVADA	55a60	600a700	0	0	PS	2010	3
14	2013	U-PRIVADA	55a60	S/I	0	0	MUN	2009	3
14	2009	U-PRIVADA	55a60	S/I	0	0	PP	2008oAnterior	4
14	2013	U-PRIVADA	60a70	500a550	0	0	PS	2010	1
14	2013	U-PRIVADA	60a70	550a600	0	0	PS	2010	1
14	2013	U-PRIVADA	60a70	600a700	0	0	MUN	2012	3
14	2013	U-PRIVADA	60a70	600a700	0	0	PS	2008oAnterior	1
14	2010	U-PRIVADA	60a70	S/I	0	0	PP	2008oAnterior	4
14	2010	U-PRIVADA	60a70	S/I	0	0	PS	2009	4
13	2013	CFT	40a50	500a550	0	0	PS	2012	1
13	2013	CFT	40a50	500a550	0	0	PS	2012	3
13	2013	CFT	40a50	S/I	0	0	MUN	2010	4
13	2013	CFT	40a50	S/I	0	0	PS	2012	4
13	2013	CFT	50a55	475a500	0	0	PS	2011	5
13	2013	CFT	50a55	500a550	0	0	MUN	2010	1
13	2013	CFT	50a55	500a550	0	0	PS	2010	2
13	2013	CFT	50a55	550a600	0	0	PS	2012	4
13	2012	CFT	50a55	S/I	0	0	MUN	2009	5
13	2013	CFT	50a55	S/I	0	0	PS	2009	5
13	2013	CFT	55a60	475a500	0	0	MUN	2011	3
13	2013	CFT	55a60	500a550	0	0	PS	2011	4
13	2013	CFT	55a60	S/I	0	0	MUN	2012	4
13	2013	CFT	60a70	100a475	1	0	PS	2012	1
13	2013	CFT	60a70	475a500	1	1	PS	2012	2
13	2013	CFT	60a70	500a550	0	0	PS	2011	2
13	2013	CFT	60a70	S/I	1	1	PS	2012	2
13	2013	IP	40a50	100a475	0	0	MUN	2009	2
13	2013	IP	40a50	100a475	0	0	PS	2008oAnterior	4
13	2013	IP	40a50	100a475	0	0	PS	2009	2
13	2013	IP	40a50	100a475	0	0	PS	2009	3
13	2013	IP	50a55	100a475	0	0	PS	2008oAnterior	5
13	2013	IP	50a55	475a500	0	0	MUN	2011	4
13	2013	IP	55a60	100a475	0	0	MUN	2009	3
13	2013	IP	55a60	100a475	0	0	PS	2009	1
13	2013	IP	55a60	500a550	0	0	MUN	2010	1
13	2013	IP	55a60	500a550	0	0	MUN	2010	2
13	2013	IP	55a60	550a600	0	0	MUN	2011	1
13	2013	IP	55a60	600a700	0	0	PS	2012	2
13	2013	IP	55a60	S/I	0	0	MUN	2009	5
13	2013	IP	55a60	S/I	0	0	PS	2009	5
13	2013	IP	60a70	100a475	0	0	MUN	2011	4
13	2013	IP	60a70	500a550	0	0	MUN	2012	2
13	2013	IP	60a70	500a550	0	0	PS	2012	4
13	2013	IP	60a70	550a600	0	0	PS	2011	2
13	2013	IP	60a70	550a600	1	1	PS	2012	1
13	2013	IP	60a70	550a600	1	1	PS	2012	4
13	2013	IP	60a70	S/I	0	0	PS	2011	2
13	2013	IP	S/I	500a550			S/I	S/I	5
13	2013	U-CRUCH	40a50	500a550	0	0	PS	2011	2
13	2013	U-CRUCH	50a55	500a550	0	0	PP	2012	5
13	2013	U-CRUCH	50a55	500a550	0	0	PS	2010	4
13	2013	U-CRUCH	55a60	500a550	1	0	MUN	2012	1
13	2013	U-CRUCH	55a60	550a600	0	0	MUN	2008oAnterior	4
13	2013	U-CRUCH	55a60	550a600	0	0	MUN	2009	3
13	2013	U-CRUCH	55a60	550a600	0	0	MUN	2010	3
13	2013	U-CRUCH	55a60	600a700	0	0	MUN	2009	4
13	2013	U-CRUCH	55a60	700a900	0	0	MUN	2011	3
13	2013	U-CRUCH	55a60	700a900	0	0	MUN	2012	3
13	2013	U-CRUCH	55a60	700a900	0	0	PP	2012	5
13	2013	U-CRUCH	55a60	S/I	0	0	MUN	2008oAnterior	1
13	2013	U-CRUCH	55a60	S/I	0	0	MUN	2008oAnterior	3
13	2013	U-CRUCH	55a60	S/I	0	0	PS	2008oAnterior	2
13	2013	U-CRUCH	60a70	475a500	0	0	PS	2012	4
13	2013	U-CRUCH	60a70	550a600	0	0	MUN	2008oAnterior	4
13	2013	U-CRUCH	60a70	550a600	0	0	MUN	2011	5
13	2013	U-CRUCH	60a70	550a600	0	0	PP	2012	2
13	2013	U-CRUCH	60a70	550a600	0	0	PS	2010	4
13	2013	U-CRUCH	60a70	550a600	1	0	MUN	2012	4
13	2013	U-CRUCH	60a70	600a700	0	0	PP	2008oAnterior	3
13	2013	U-CRUCH	60a70	600a700	0	0	PP	2012	1
13	2013	U-CRUCH	60a70	600a700	0	0	PS	2009	5
13	2013	U-CRUCH	60a70	600a700	0	0	PS	2011	
13	2013	U-CRUCH	60a70	600a700	0	0	PS	2012	
13	2013	U-CRUCH	S/I	475a500			S/I	S/I	3
13	2013	U-CRUCH	S/I	700a900			S/I	S/I	2
13	2013	U-PRIVADA	40a50	100a475	0	0	PS	2011	5
13	2013	U-PRIVADA	40a50	500a550	0	0	MUN	2008oAnterior	3
13	2013	U-PRIVADA	40a50	S/I	0	0	MUN	2008oAnterior	4
13	2013	U-PRIVADA	40a50	S/I	0	0	PS	2009	2
13	2011	U-PRIVADA	40a50	S/I	0	0	PS	2009	3
13	2013	U-PRIVADA	50a55	100a475	0	0	MUN	2009	1
13	2013	U-PRIVADA	50a55	550a600	0	0	PS	2009	1
13	2013	U-PRIVADA	50a55	600a700	0	0	MUN	2008oAnterior	2
13	2011	U-PRIVADA	50a55	S/I	0	0	PP	2010	5
13	2013	U-PRIVADA	55a60	475a500	0	0	PS	2010	3
13	2013	U-PRIVADA	55a60	475a500	1	1	PS	2012	2
13	2013	U-PRIVADA	55a60	550a600	0	0	MUN	2010	1
13	2013	U-PRIVADA	55a60	550a600	0	0	MUN	2011	5
13	2013	U-PRIVADA	55a60	550a600	0	0	PP	2011	2
13	2013	U-PRIVADA	55a60	550a600	0	0	PS	2009	4
13	2013	U-PRIVADA	55a60	550a600	0	0	PS	2010	5
13	2013	U-PRIVADA	55a60	550a600	1	1	PS	2012	2
13	2013	U-PRIVADA	55a60	600a700	0	0	MUN	2010	2
13	2013	U-PRIVADA	55a60	600a700	0	0	PS	2008oAnterior	3
13	2013	U-PRIVADA	55a60	600a700	0	0	PS	2008oAnterior	5
13	2013	U-PRIVADA	55a60	S/I	0	0	MUN	2009	1
13	2013	U-PRIVADA	55a60	S/I	0	0	PS	2011	4
13	2013	U-PRIVADA	60a70	100a475	0	0	MUN	2011	2
13	2013	U-PRIVADA	60a70	100a475	0	0	MUN	2012	4
13	2013	U-PRIVADA	60a70	100a475	0	0	PS	2012	3
13	2013	U-PRIVADA	60a70	100a475	1	0	MUN	2012	1
13	2013	U-PRIVADA	60a70	475a500	0	0	PS	2012	3
13	2013	U-PRIVADA	60a70	475a500	0	0	PS	2012	4
13	2013	U-PRIVADA	60a70	500a550	0	0	MUN	2008oAnterior	2
13	2013	U-PRIVADA	60a70	500a550	0	0	MUN	2011	4
13	2013	U-PRIVADA	60a70	500a550	1	0	MUN	2012	2
13	2013	U-PRIVADA	60a70	500a550	1	0	PS	2012	3
13	2013	U-PRIVADA	60a70	500a550	1	1	MUN	2012	4
13	2013	U-PRIVADA	60a70	550a600	0	0	MUN	2008oAnterior	2
13	2013	U-PRIVADA	60a70	550a600	0	0	PS	2008oAnterior	3
13	2013	U-PRIVADA	60a70	550a600	0	0	PS	2010	3
13	2013	U-PRIVADA	60a70	550a600	1	0	PS	2012	3
13	2013	U-PRIVADA	60a70	600a700	0	0	MUN	2011	1
13	2013	U-PRIVADA	60a70	600a700	0	0	MUN	2012	5
13	2009	U-PRIVADA	60a70	600a700	0	0	PS	2008oAnterior	4
13	2013	U-PRIVADA	60a70	600a700	0	0	PS	2010	3
13	2013	U-PRIVADA	60a70	600a700	1	1	MUN	2012	4
13	2013	U-PRIVADA	60a70	700a900	0	0	PP	2012	4
13	2009	U-PRIVADA	S/I	S/I			S/I	S/I	
12	2012	CFT	40a50	100a475	0	0	MUN	2010	1
12	2013	CFT	40a50	100a475	0	0	PS	2008oAnterior	2
12	2013	CFT	50a55	100a475	0	0	MUN	2008oAnterior	4
12	2013	CFT	50a55	550a600	0	0	PS	2011	2
12	2013	CFT	55a60	100a475	0	0	MUN	2010	3
12	2013	CFT	55a60	475a500	0	0	MUN	2012	4
12	2013	CFT	55a60	550a600	0	0	PS	2011	2
12	2013	CFT	60a70	475a500	0	0	MUN	2011	1
12	2013	CFT	60a70	500a550	0	0	MUN	2011	1
12	2013	CFT	60a70	500a550	0	0	PS	2012	2
12	2013	CFT	60a70	S/I	0	0	PS	2008oAnterior	5
12	2013	CFT	60a70	S/I	0	0	PS	2010	3
12	2013	CFT	60a70	S/I	0	0	PS	2010	4
12	2013	IP	40a50	475a500	0	0	MUN	2011	1
12	2013	IP	40a50	475a500	0	0	PS	2012	5
12	2013	IP	50a55	500a550	0	0	MUN	2008oAnterior	1
12	2013	IP	50a55	550a600	0	0	MUN	2012	3
12	2013	IP	55a60	100a475	0	0	MUN	2010	4
12	2013	IP	55a60	100a475	0	0	PS	2009	3
12	2013	IP	55a60	550a600	0	0	MUN	2012	4
12	2013	IP	55a60	S/I	1	1	MUN	2012	1
12	2013	IP	60a70	100a475	0	0	MUN	2010	1
12	2013	IP	60a70	475a500	0	0	MUN	2012	2
12	2012	IP	60a70	550a600	0	0	MUN	2011	2
12	2013	IP	60a70	550a600	0	0	PS	2012	1
12	2013	IP	60a70	S/I	0	0	MUN	2009	4
12	2013	IP	60a70	S/I	0	0	MUN	2011	3
12	2013	IP	60a70	S/I	0	0	MUN	2012	2
12	2013	IP	S/I	600a700			S/I	S/I	2
12	2013	U-CRUCH	40a50	500a550	0	0	PS	2011	1
12	2013	U-CRUCH	40a50	500a550	0	0	PS	2012	1
12	2013	U-CRUCH	50a55	100a475	0	0	MUN	2011	1
12	2013	U-CRUCH	50a55	100a475	0	0	PS	2011	1
12	2013	U-CRUCH	50a55	475a500	0	0	PS	2010	2
12	2013	U-CRUCH	50a55	500a550	0	0	MUN	2009	3
12	2013	U-CRUCH	50a55	500a550	0	0	MUN	2010	3
12	2013	U-CRUCH	50a55	500a550	0	0	PS	2008oAnterior	4
12	2013	U-CRUCH	50a55	550a600	0	0	MUN	2008oAnterior	4
12	2013	U-CRUCH	50a55	550a600	0	0	MUN	2009	1
12	2013	U-CRUCH	50a55	600a700	0	0	MUN	2011	4
12	2013	U-CRUCH	55a60	100a475	0	0	MUN	2011	1
12	2013	U-CRUCH	55a60	100a475	0	0	PS	2012	3
12	2013	U-CRUCH	55a60	475a500	0	0	MUN	2011	4
12	2013	U-CRUCH	55a60	500a550	0	0	PP	2012	4
12	2013	U-CRUCH	55a60	500a550	1	1	PS	2012	4
12	2013	U-CRUCH	55a60	550a600	0	0	PP	2012	
12	2013	U-CRUCH	55a60	550a600	1	1	MUN	2012	1
12	2013	U-CRUCH	55a60	S/I	0	0	PS	2008oAnterior	3
12	2013	U-CRUCH	60a70	475a500	0	0	PS	2011	3
12	2013	U-CRUCH	60a70	500a550	0	0	PS	2008oAnterior	4
12	2013	U-CRUCH	60a70	500a550	0	0	PS	2011	5
12	2013	U-CRUCH	60a70	500a550	1	1	MUN	2012	5
12	2013	U-CRUCH	60a70	700a900	0	0	MUN	2008oAnterior	3
12	2013	U-CRUCH	60a70	700a900	0	0	PP	2011	2
12	2013	U-CRUCH	60a70	700a900	0	0	PP	2011	3
12	2013	U-CRUCH	60a70	S/I	1	1	MUN	2012	1
12	2013	U-PRIVADA	40a50	475a500	0	0	MUN	2012	2
12	2013	U-PRIVADA	40a50	550a600	0	0	PS	2012	3
12	2013	U-PRIVADA	40a50	550a600	0	0	PS	2012	5
12	2013	U-PRIVADA	40a50	S/I	0	0	PS	2008oAnterior	1
12	2013	U-PRIVADA	40a50	S/I	0	0	PS	2010	1
12	2013	U-PRIVADA	40a50	S/I	0	0	PS	2010	2
12	2013	U-PRIVADA	50a55	100a475	0	0	MUN	2008oAnterior	4
12	2013	U-PRIVADA	50a55	100a475	0	0	MUN	2010	4
12	2013	U-PRIVADA	50a55	100a475	0	0	PS	2009	2
12	2012	U-PRIVADA	50a55	100a475	0	0	PS	2009	3
12	2012	U-PRIVADA	50a55	475a500	0	0	PS	2010	4
12	2013	U-PRIVADA	50a55	550a600	0	0	MUN	2009	2
12	2013	U-PRIVADA	50a55	550a600	0	0	MUN	2010	2
12	2013	U-PRIVADA	50a55	600a700	0	0	PP	2011	4
12	2013	U-PRIVADA	50a55	600a700	0	0	PP	2012	2
12	2013	U-PRIVADA	55a60	100a475	0	0	MUN	2010	2
12	2013	U-PRIVADA	55a60	100a475	1	1	PS	2012	3
12	2013	U-PRIVADA	55a60	475a500	0	0	MUN	2008oAnterior	4
12	2013	U-PRIVADA	55a60	475a500	0	0	MUN	2010	2
12	2013	U-PRIVADA	55a60	500a550	0	0	MUN	2010	4
12	2013	U-PRIVADA	55a60	500a550	0	0	PS	2008oAnterior	5
12	2011	U-PRIVADA	55a60	S/I	0	0	PP	2009	5
12	2013	U-PRIVADA	60a70	100a475	1	0	PS	2012	1
12	2013	U-PRIVADA	60a70	500a550	0	0	MUN	2010	1
12	2013	U-PRIVADA	60a70	500a550	0	0	MUN	2010	2
12	2013	U-PRIVADA	60a70	550a600	0	0	MUN	2011	3
12	2013	U-PRIVADA	60a70	600a700	0	0	PS	2010	5
12	2013	U-PRIVADA	60a70	600a700	1	0	PS	2012	2
11	2013	CFT	40a50	100a475	0	0	PS	2010	1
11	2013	CFT	40a50	100a475	0	0	PS	2011	5
11	2013	CFT	40a50	475a500	0	0	PS	2012	3
11	2013	CFT	40a50	500a550	0	0	PS	2012	4
11	2013	CFT	40a50	S/I	0	0	MUN	2009	4
11	2013	CFT	40a50	S/I	0	0	PS	2011	4
11	2013	CFT	50a55	100a475	0	0	MUN	2009	4
11	2013	CFT	50a55	100a475	0	0	PP	2012	4
11	2013	CFT	50a55	475a500	0	0	MUN	2011	3
11	2013	CFT	50a55	550a600	0	0	PS	2012	1
11	2013	CFT	55a60	100a475	0	0	MUN	2008oAnterior	1
11	2013	CFT	55a60	100a475	0	0	PS	2008oAnterior	1
11	2013	CFT	55a60	500a550	0	0	MUN	2012	4
11	2013	CFT	55a60	550a600	0	0	MUN	2012	2
11	2013	CFT	55a60	S/I	0	0	PS	2009	5
11	2013	CFT	60a70	100a475	0	0	MUN	2011	3
11	2013	CFT	60a70	100a475	0	0	PS	2012	3
11	2013	CFT	60a70	100a475	0	0	PS	2012	4
11	2013	CFT	60a70	475a500	0	0	PS	2011	2
11	2013	CFT	60a70	475a500	0	0	PS	2012	1
11	2013	CFT	60a70	475a500	1	1	PS	2012	1
11	2013	CFT	60a70	500a550	0	0	PS	2012	1
11	2013	CFT	60a70	500a550	1	1	PS	2012	3
11	2012	CFT	60a70	550a600	0	0	PS	2011	2
11	2013	CFT	60a70	S/I	0	0	MUN	2012	2
11	2013	IP	40a50	100a475	0	0	MUN	2010	1
11	2013	IP	40a50	100a475	0	0	PP	2012	3
11	2013	IP	40a50	475a500	0	0	MUN	2012	1
11	2013	IP	50a55	100a475	0	0	PP	2011	4
11	2013	IP	50a55	100a475	0	0	PS	2009	4
11	2013	IP	50a55	475a500	0	0	MUN	2008oAnterior	2
11	2013	IP	50a55	550a600	0	0	MUN	2012	1
11	2013	IP	50a55	S/I	0	0	PP	2008oAnterior	3
11	2013	IP	55a60	475a500	0	0	MUN	2011	4
11	2013	IP	55a60	500a550	1	1	PS	2012	1
11	2013	IP	55a60	550a600	0	0	MUN	2011	3
11	2013	IP	55a60	S/I	1	0	MUN	2012	1
11	2013	IP	60a70	100a475	1	0	MUN	2012	3
11	2013	IP	60a70	475a500	1	1	PS	2012	3
11	2013	IP	60a70	500a550	0	0	MUN	2008oAnterior	2
11	2013	IP	60a70	550a600	0	0	PS	2012	2
11	2013	IP	60a70	550a600	0	0	PS	2012	4
11	2013	IP	60a70	550a600	1	1	MUN	2012	1
11	2013	IP	60a70	550a600	1	1	PS	2012	3
11	2013	IP	60a70	S/I	1	1	PS	2012	3
11	2013	U-CRUCH	50a55	475a500	0	0	MUN	2008oAnterior	2
11	2013	U-CRUCH	50a55	550a600	0	0	PS	2009	1
11	2013	U-CRUCH	50a55	550a600	0	0	PS	2009	4
11	2013	U-CRUCH	50a55	600a700	0	0	MUN	2011	3
11	2013	U-CRUCH	50a55	600a700	0	0	PS	2009	1
11	2013	U-CRUCH	50a55	600a700	0	0	PS	2010	3
11	2013	U-CRUCH	50a55	S/I	0	0	MUN	2009	1
11	2013	U-CRUCH	50a55	S/I	0	0	MUN	2010	3
11	2013	U-CRUCH	50a55	S/I	0	0	PS	2009	1
11	2013	U-CRUCH	50a55	S/I	0	0	PS	2012	3
11	2013	U-CRUCH	55a60	475a500	0	0	MUN	2010	1
11	2013	U-CRUCH	55a60	500a550	0	0	PS	2009	3
11	2013	U-CRUCH	55a60	500a550	0	0	PS	2010	4
11	2013	U-CRUCH	55a60	500a550	1	0	MUN	2012	2
11	2013	U-CRUCH	55a60	550a600	1	0	PS	2012	3
11	2013	U-CRUCH	55a60	550a600	1	0	PS	2012	4
11	2013	U-CRUCH	55a60	550a600	1	1	MUN	2012	2
11	2013	U-CRUCH	55a60	600a700	0	0	MUN	2009	3
11	2013	U-CRUCH	55a60	600a700	0	0	MUN	2010	4
11	2013	U-CRUCH	55a60	S/I	0	0	PS	2008oAnterior	1
11	2013	U-CRUCH	55a60	S/I	0	0	PS	2011	2
11	2013	U-CRUCH	60a70	500a550	0	0	MUN	2010	3
11	2013	U-CRUCH	60a70	500a550	0	0	PS	2009	2
11	2013	U-CRUCH	60a70	600a700	0	0	PP	2008oAnterior	
11	2013	U-CRUCH	60a70	600a700	0	0	PP	2008oAnterior	4
11	2013	U-CRUCH	60a70	700a900	0	0	PS	2008oAnterior	3
11	2013	U-CRUCH	S/I	100a475			S/I	S/I	1
11	2013	U-PRIVADA	40a50	500a550	0	0	MUN	2012	2
11	2013	U-PRIVADA	40a50	500a550	0	0	PS	2009	2
11	2013	U-PRIVADA	40a50	500a550	0	0	PS	2010	1
11	2013	U-PRIVADA	40a50	S/I	0	0	MUN	2008oAnterior	2
11	2013	U-PRIVADA	50a55	100a475	0	0	MUN	2010	3
11	2013	U-PRIVADA	50a55	475a500	0	0	PS	2009	3
11	2012	U-PRIVADA	50a55	500a550	0	0	MUN	2009	3
11	2013	U-PRIVADA	50a55	500a550	0	0	MUN	2010	3
11	2013	U-PRIVADA	50a55	500a550	0	0	PP	2012	
11	2013	U-PRIVADA	50a55	550a600	0	0	PP	2011	2
11	2013	U-PRIVADA	50a55	550a600	0	0	PP	2011	3
11	2013	U-PRIVADA	50a55	550a600	0	0	PS	2009	4
11	2013	U-PRIVADA	50a55	550a600	0	0	PS	2012	
11	2013	U-PRIVADA	50a55	600a700	0	0	MUN	2011	1
11	2013	U-PRIVADA	50a55	600a700	0	0	PP	2012	
11	2013	U-PRIVADA	50a55	600a700	0	0	PP	2012	3
11	2013	U-PRIVADA	50a55	600a700	0	0	PS	2008oAnterior	2
11	2013	U-PRIVADA	50a55	600a700	0	0	PS	2010	3
11	2013	U-PRIVADA	50a55	S/I	0	0	PS	2011	5
11	2013	U-PRIVADA	55a60	100a475	0	0	PS	2008oAnterior	1
11	2013	U-PRIVADA	55a60	100a475	0	0	PS	2008oAnterior	3
11	2013	U-PRIVADA	55a60	100a475	0	0	PS	2010	1
11	2013	U-PRIVADA	55a60	475a500	0	0	MUN	2008oAnterior	1
11	2013	U-PRIVADA	55a60	475a500	0	0	PS	2011	5
11	2013	U-PRIVADA	55a60	500a550	1	1	MUN	2012	1
11	2013	U-PRIVADA	55a60	500a550	1	1	MUN	2012	2
11	2013	U-PRIVADA	55a60	550a600	0	0	MUN	2010	4
11	2013	U-PRIVADA	55a60	550a600	1	1	PS	2012	1
11	2013	U-PRIVADA	55a60	600a700	0	0	MUN	2008oAnterior	3
11	2013	U-PRIVADA	55a60	600a700	0	0	PS	2010	4
11	2013	U-PRIVADA	60a70	475a500	0	0	PS	2011	3
11	2013	U-PRIVADA	60a70	475a500	1	0	PS	2012	2
11	2013	U-PRIVADA	60a70	500a550	0	0	PS	2008oAnterior	1
11	2013	U-PRIVADA	60a70	550a600	0	0	MUN	2010	1
11	2013	U-PRIVADA	60a70	550a600	0	0	MUN	2010	2
11	2013	U-PRIVADA	60a70	550a600	1	0	PS	2012	5
11	2013	U-PRIVADA	60a70	600a700	0	0	MUN	2008oAnterior	3
11	2013	U-PRIVADA	60a70	600a700	0	0	MUN	2008oAnterior	4
11	2013	U-PRIVADA	60a70	600a700	0	0	MUN	2012	1
11	2013	U-PRIVADA	60a70	600a700	0	0	PS	2010	2
11	2013	U-PRIVADA	60a70	700a900	1	1	PS	2012	5
11	2011	U-PRIVADA	60a70	S/I	0	0	PS	2009	2
11	2013	U-PRIVADA	60a70	S/I	0	0	PS	2009	3
11	2013	U-PRIVADA	60a70	S/I	0	0	PS	2010	3
11	2013	U-PRIVADA	60a70	S/I	1	1	PS	2012	2
10	2013	CFT	40a50	100a475	0	0	MUN	2009	1
10	2013	CFT	40a50	475a500	0	0	PS	2011	2
10	2013	CFT	40a50	475a500	0	0	PS	2012	4
10	2013	CFT	40a50	S/I	0	0	MUN	2012	4
10	2013	CFT	50a55	100a475	0	0	PP	2012	3
10	2013	CFT	50a55	100a475	0	0	PS	2010	5
10	2013	CFT	50a55	500a550	0	0	MUN	2011	1
10	2013	CFT	50a55	500a550	0	0	MUN	2011	3
10	2013	CFT	55a60	100a475	0	0	MUN	2009	1
10	2013	CFT	55a60	100a475	1	0	MUN	2012	2
10	2013	CFT	55a60	100a475	1	0	MUN	2012	3
10	2013	CFT	55a60	S/I	1	0	MUN	2012	1
10	2013	CFT	60a70	100a475	1	0	PS	2012	2
10	2013	CFT	60a70	475a500	0	0	PS	2011	1
10	2013	CFT	60a70	550a600	1	1	PS	2012	1
10	2013	CFT	S/I	475a500			S/I	S/I	3
10	2013	IP	40a50	100a475	0	0	MUN	2010	4
10	2013	IP	40a50	475a500	0	0	PS	2010	2
10	2013	IP	40a50	500a550	0	0	MUN	2011	2
